date,OPEN,HIGH,LOW,CLOSE,VOLUME,others_dr,puell-multiple,sth-mvrv,lth-mvrv,volume_sma_em,trend_dpo,volatility_ui,lth-sopr,volume_em,cdd,trend_adx,out-flows,trend_mass_index,SUGAR,COFFEE,trend_stc,fear_greed,volatility_atr
2013-02-21,29.8254917390948,29.9842286934272,29.3327716995675,29.7440465328677,40843.90488766,-0.2730724674703144,2.08,1.56,5.98,1098.5569604859852,-1.7993610102258124,1.2052855408094618,2.150648334,277.2868152236768,3764995.93,0.0,187908.56532,18.882208895383176,18.339,149.808095238095,0.0,40.0,1.4764831141927577
2013-02-22,29.7440465328677,31.3484399897147,29.6996185917431,30.2975680514547,80181.12116025,1.8609489397326984,1.955,1.57,6.11,1141.900309824479,-1.4857086125512318,1.2052855408094618,2.0807983192,1779.849009948048,5417571.15,0.0,174349.02827,19.83773307608873,18.339,149.808095238095,0.0,40.0,1.4937169425706416
2013-02-23,30.2975680514547,30.6990571370198,27.9956349193801,29.8027220992694,83602.10049901,-1.6332860490482215,1.858,1.53,5.97,679.4841524516386,-0.9712500617629694,1.2818961571046827,1.9711093833,-3805.014055936543,5012113.33,0.0,133853.79322,20.93070416592986,18.339,149.808095238095,0.0,40.0,1.614687470077547
2013-02-24,29.8027220992694,30.4434466922777,29.3107868509716,29.8999716476785,29500.38491938,0.3263109593988567,2.456,1.52,5.96,801.6166182519048,-2.1687376848685744,1.3290101628719946,2.4936500446,2034.041412733693,5712514.32,0.0,102160.43627,21.946223742668515,18.339,149.808095238095,0.0,40.0,1.5664847072004024
2013-02-25,29.8999716476785,30.4456106241912,29.5840266765476,30.4005261184774,32124.61796527,1.6740968075057203,2.043,1.51,6.02,719.0971317676571,0.6064088336041102,1.3290101628719946,6.1164082263,369.3171648456862,32552834.21,0.0,152604.69941,22.88313181184269,18.339,149.808095238095,0.0,40.0,1.495994631244722
2013-02-26,30.4005261184774,31.6006312456599,30.2021032307964,31.1830423997297,52817.80276671,2.574022167256796,2.37,1.53,6.19,773.6066171568829,-0.0402703450397012,1.3290101628719946,5.2390545857,2347.4339554306453,7256955.17,0.0,153565.62358,23.82699745510386,18.339,149.808095238095,0.0,40.0,1.4862479696066
2013-02-27,31.1830423997297,31.6364598514785,30.8873722790919,30.9836793238208,36590.49841531,-0.639331702639212,2.195,1.52,6.2,807.13004993556,-0.2607055044662161,0.8159610151754951,5.5028580937,738.122346740141,2445860.86,0.0,141389.87737,24.706303633364264,18.339,149.808095238095,0.0,40.0,1.4125319298846
2013-02-28,30.9836793238208,34.4840728915388,30.9836793238208,33.3959966454728,146908.05724374,7.78576777935267,2.051,1.58,6.63,1199.0024583043355,-1.2139415859812388,0.8159610151754951,6.1762419606,3507.254510749808,22512420.11,0.0,184459.59429,25.84337157355949,18.339,149.808095238095,0.0,40.0,1.62131809366794
2013-03-01,33.3959966454728,34.9401516738153,33.1255768928779,34.569714835953,53971.24731507,3.5145475756876765,1.923,1.6,6.76,1197.7240079318233,-1.7048265688863822,0.80300641568128,4.4451296818,4367.346136250394,6291213.34,0.0,142969.27725,26.957565081912723,18.339,149.808095238095,0.0,40.0,1.6406437623948862
2013-03-02,34.569714835953,34.8182206609975,33.3746958051998,34.2886615198049,41034.46471504,-0.8130044389484059,2.144,1.56,6.65,1144.112788632791,0.2634105146578847,0.8318845416326871,5.4442090415,223.7130367921747,3971673.71,0.0,110813.08557,28.016467200137225,18.31717008797654,149.80740888144092,0.0,40.0,1.620931871735167
2013-03-03,34.2886615198049,34.5937705442274,33.8908876383645,34.5590920096587,16373.81055624,0.7886877990195273,2.503,1.56,6.69,1362.7997650361262,0.1545603720994925,0.7236336742210036,4.1221743317,626.1836995015087,3824180.75,0.0,90149.72858,27.963860479818408,18.29534017595308,149.8067225247868,0.0,40.0,1.5291269751479404
2013-03-04,34.5590920096587,36.7559540267268,34.250216789657,36.2221354708367,57426.94279613,4.812173481621573,2.164,1.63,7.05,1702.1304512982854,-0.4743795574881488,0.6287743726327273,5.0135445125,5501.118284029654,4367522.51,0.0,155411.57075,27.880751558579416,18.273510263929616,149.80603616813272,0.0,40.0,1.626788001340126
2013-03-05,36.2221354708367,40.7355400138235,36.1886228116306,40.7062021057804,101477.64425695,12.379354714064084,2.553,1.74,7.87,2378.4491676916955,-0.7428081578423438,0.6287743726327273,4.6588202941,13258.397879412229,11788989.51,38.69202706128506,178150.08222,28.09272825438688,18.25168035190616,149.8053498114786,0.0,40.0,1.918800921425404
2013-03-06,40.7062021057804,49.0782852808399,40.2924590094972,41.357116237616,159441.43620656,1.599053947956408,2.541,1.77,8.38,4679.838305925141,-1.9434811378703536,0.6287743726327273,6.0087230715,34292.68608723085,21822860.5,41.66760668501748,212329.95566,28.614136381580085,18.229850439882693,149.80466345482452,0.0,40.0,2.605503456417133
2013-03-07,41.357116237616,47.4347440317488,34.1372100326403,41.8823065065484,142489.83059788,1.269890932227824,2.644,1.68,8.12,2060.731866399686,-2.585698555473556,0.6245245271990747,5.2293630093,-36390.20333813269,13077760.89,41.47466866784955,185315.18481,29.38299182748277,18.20802052785923,149.80397709817044,0.0,40.0,3.6747065106862697
2013-03-08,41.8823065065484,44.4967187488934,41.1876051556883,44.0197167609204,57799.19835353,5.103372838451037,2.963,1.73,8.49,2774.4603774837947,-2.92034857515138,0.6245245271990747,5.1323996668,11772.048165125563,3796863.39,41.29551193762218,142429.30114,29.81562042721289,18.18619061583577,149.80329074151632,0.0,40.0,3.638147218938153
2013-03-09,44.0197167609204,47.0365705858822,43.525487489903,46.8249311151499,53627.58381728,6.372631540237217,3.131,1.8,9.04,4186.79353901388,-3.1342717017842645,0.4466389619791708,8.3993165131,15967.650205484657,10040872.19,41.56050840147925,108046.2932,29.974787400684303,18.16436070381231,149.80260438486224,0.0,40.0,3.6254408066422577
2013-03-10,46.8249311151499,48.0187957366325,45.7051354911563,46.115188166214,43008.84125594,-1.515737304963749,2.921,1.75,8.87,4648.979648886872,-4.291916544358706,0.4904899208827776,4.7689719297,8504.646950955565,3333316.45,41.96204311820168,91859.79503,29.856756457084444,18.142530791788847,149.80191802820815,0.0,40.0,3.494262750525652
2013-03-11,46.115188166214,48.5460160406363,45.7081619928244,48.4418702038992,49665.90598011,5.04537036539694,2.202,1.8,9.28,4730.80594613951,-2.8300023290395657,0.4904899208827776,4.6535045535,1514.8853263826256,6469563.95,42.41927717587208,141351.17223,29.182177703676395,18.120700879765387,149.80123167155404,0.0,40.0,3.428621880254277
2013-03-12,48.4418702038992,48.5076799319537,37.4134451949909,44.1373868167174,208526.24478635,-8.885873664793642,2.696,1.64,8.51,2979.7609110620097,-2.371878892440499,2.424972398392247,4.7628336774,-22167.196535654355,8013285.45,39.93158094181024,164367.43148,29.07974945705529,18.098870967741924,149.80054531489995,0.0,40.0,4.19518316592513
2013-03-13,44.1373868167174,47.4051971640899,43.917981518544,47.0793200118059,60001.91492189,6.665399579057585,3.046,1.71,8.99,4048.319104807387,-3.519695882535508,2.5330629493786723,9.1101452259,15697.937059175423,7544752.04,37.62157729589568,168402.82931,29.074024305186395,18.077041055718464,149.79985895824584,0.0,40.0,4.124386413887207
2013-03-14,47.0793200118059,48.1264664351851,46.3505168761865,47.1251409363745,51799.8187791,0.0973270738768405,2.906,1.68,8.95,4183.9714670140975,-4.090644036927699,2.6351758393408136,12.8731764062,5406.387581643759,6492609.74,35.65456979522206,167198.07173,28.889448596240896,18.055211143695004,149.79917260159175,0.0,40.0,3.8895427283983466
2013-03-15,47.1251409363745,47.5920979629357,46.5460799931973,46.9808156603533,25751.46907546,-0.3062596167426989,2.954,1.66,8.93,3822.867509690466,-3.2865052538038952,2.755708028114104,9.2900197461,-688.1092662804484,7175263.95,33.82806283031085,136035.16681,28.74603325834268,18.03338123167154,149.79848624493766,0.0,40.0,3.605190252532352
2013-03-16,46.9808156603533,47.3697662563292,46.3929420243288,47.0199245694818,20762.6552881,0.0832444234498464,3.513,1.66,8.98,3743.799483065869,0.3415637350496396,2.8569509838477942,8.4307684293,-883.2393359521765,3695302.85,32.08015248744294,91997.61481,28.39013852554705,18.01155131964808,149.79779988828355,0.0,40.0,3.3423536504791564
2013-03-17,47.0199245694818,47.7591287293765,46.8949072875003,47.4463925864026,17961.40464247,0.906994260040994,3.438,1.65,9.0,3852.238696417582,0.1401845434889779,2.9092515213038626,9.1806409551,2144.332686425482,5375107.01,30.571959333688746,91137.89111,28.10204644298636,17.989721407624618,149.79711353162946,0.0,40.0,3.0945404296188608
2013-03-18,47.4463925864026,52.4844576223456,47.2355572961123,51.587925040732,79038.34243871,8.728866892856878,3.534,1.75,9.76,4660.8350751985,-0.3548693196287331,2.9092515213038626,9.7022810033,16821.4675869625,3741418.27,30.36855324300308,114372.7408,28.076145504630425,17.967891495601158,149.79642717497535,0.0,40.0,3.309976419280305
2013-03-19,51.587925040732,60.7478328969598,50.1337303043315,59.6210151755252,134182.60808297,15.571648071618617,4.642,1.93,11.25,6867.020778332931,0.3506741421580415,2.9092515213038626,9.3311012404,44144.99772329426,8986799.39,31.530771727599983,199076.23414,28.345178961011403,17.946061583577695,149.79574081832126,0.0,40.0,4.040389036615105
2013-03-20,59.6210151755252,65.8738311695001,57.8422092071167,64.2960898368487,111599.58199719,7.841320124389028,5.271,1.99,12.03,7716.380081610497,1.6108838368187506,2.9092515213038626,10.1152272032,46183.71633311678,7578378.54,33.17718154048698,169610.54446,28.547725153956787,17.924231671554235,149.79505446166718,0.0,40.0,4.439512329191933
2013-03-21,64.2960898368487,74.4305820075041,63.5834993783962,70.9230567433894,116603.02653613,10.30695167211042,5.38,2.1,13.4,15065.986823028168,-0.9165262074889712,2.9092515213038626,10.3966798141,66504.29104171472,14090673.37,35.39072657801758,201485.67389,28.935574455114644,17.902401759530775,149.79436810501306,0.0,40.0,5.08026935918353
2013-03-22,70.9230567433894,73.8787175850966,65.4437433226778,70.2632560819243,91293.54743957,-0.930304884985933,4.645,2.0,13.2,14656.863355249894,-0.3885738979097368,2.9198567599156595,10.340640185,6044.319616229732,14749178.15,37.44616125572456,156514.12305,29.355229141779017,17.880571847507312,149.79368174835898,0.0,40.0,5.415739849507057
2013-03-23,70.2632560819243,70.4196701009332,52.92616931057,64.3078304350832,181754.22388271,-8.475874844025578,4.457,1.83,12.1,8024.46103412854,-6.180494206362759,3.839242310714325,18.3611598526,-76885.9822902143,9198572.5,36.26292490865621,120361.40057,29.949855085534185,17.858741935483852,149.79299539170486,0.0,40.0,6.62351594359267
2013-03-24,64.3078304350832,72.4040270042894,62.9112070492262,71.6177168938359,48212.92845777,11.367023905637442,3.491,1.98,13.48,15833.764544608686,-5.008340082424226,3.817810532861998,14.562019259,117834.89609767764,9439196.7,35.40763735686617,90819.8579,30.47085285211336,17.83691202346039,149.79230903505078,0.0,40.0,6.910446344739723
2013-03-25,71.6177168938359,77.9054505680001,69.7564333677216,73.6210477677224,100937.99727873,2.797255987448155,3.836,1.97,13.97,19285.49004041997,-6.608261440952731,3.817810532861998,10.1066776854,49839.04226774056,12742961.8,35.22968589770345,205443.93268,30.61042630650119,17.81508211143693,149.7916226783967,0.0,40.0,7.034303430293602
2013-03-26,73.6210477677224,79.7059024672697,73.3786590883412,78.7388482182998,74837.97767731,6.95154525201036,3.728,2.03,14.76,22506.23658569052,-8.621673316008106,2.9892752456666414,15.4058719725,22923.25509813327,9140123.11,35.249457463541354,166482.80325,30.65222518938066,17.79325219941347,149.79093632174258,0.0,40.0,6.963597425157093
2013-03-27,78.7388482182998,89.3940275803655,78.4634398852493,88.8537537816331,96015.93955699,12.846143666326192,5.074,2.18,16.61,27391.2699848356,-10.931136770633856,2.8932081930823688,12.2431258064,84088.40464720665,10199366.77,36.1100866801194,165390.60338,30.76649837034015,17.771422287390006,149.7902499650885,0.0,40.0,7.360296452153003
2013-03-28,88.8537537816331,95.6785205208788,75.7485048413669,87.2120940304883,169145.47070323,-1.8475975198294248,4.907,2.08,16.37,28507.216115680843,-12.664287617191448,2.8437193262686926,16.0279487635,21029.63341347716,10011377.84,37.33559785614124,183779.42245,31.159065872436667,17.749592375366547,149.7895636084344,0.0,40.0,8.617268374888894
2013-03-29,87.2120940304883,93.1245446785535,83.3951444678675,90.4589233279579,104673.90678174,3.722911751590962,4.921,2.08,16.88,30246.94242264296,-10.704454773502434,2.727079862165225,13.4912906965,23668.05903118912,8386398.9,38.47357251959009,142906.56184,31.330743164352384,17.727762463343083,149.7888772517803,0.0,40.0,8.728481558468605
2013-03-30,90.4589233279579,94.6278755809694,87.6781957958631,92.1993160292201,45171.01919893,1.923959115622487,4.838,2.06,17.35,33489.4955307232,-4.975571031859559,2.6118020215453965,12.0793880777,44512.50417717129,15817507.2,39.63195505168374,94695.93355,31.1350374897766,17.705932551319624,149.7881908951262,0.0,40.0,8.550601381132374
2013-03-31,92.1993160292201,93.7446204929464,91.2099165225449,93.2783752640217,26628.63054558,1.1703549237389366,6.154,2.06,17.66,34236.68586659278,-2.542321623542179,2.5534029965863074,13.5075016403,12604.997388599562,3180747.78,40.70759597434213,120981.31297,30.391578827848058,17.68410263929616,149.7875045384721,0.0,40.0,7.949011640059285
2013-04-01,93.2783752640217,105.707458405469,92.5985402035438,103.979880451985,107223.51297264,11.472653932567978,6.235,2.16,19.54,38864.87119023552,1.0925206012351367,2.5534029965863074,15.0408151124,81616.06211796078,25159652.14,42.416633527829525,131540.83382,29.456082805504625,17.6622727272727,149.786818181818,0.0,40.0,8.465002296245876
2013-04-02,103.979880451985,118.079318527155,99.6638554809568,118.079318527155,102658.03403355,13.559775231402304,6.671,2.29,22.03,48164.39426310098,-3.117279985997428,2.5534029965863074,19.5620812245,174338.32074341067,12208965.41,44.49975234533127,252174.12703,29.07678432311128,17.654409090909063,149.7001271409748,0.0,40.0,9.460048371241108
2013-04-03,118.079318527155,147.07371876548,109.922277828103,134.614614399499,192929.30176956,14.003549544996186,5.854,2.35,25.18,71860.99239632767,-13.447179305994725,2.5534029965863074,19.5334686784,377936.0901982904,35659193.94,47.10685229124709,287777.11699,29.244656042417727,17.64654545454543,149.6134361001316,0.0,40.0,12.229187627854696
2013-04-04,134.614614399499,141.829034489488,118.573978229274,132.449856566756,110124.55517623,-1.60811501960596,6.334,2.29,25.4,69680.19040782723,-10.410744892562164,2.589321063769769,17.7359856439,35973.06320270864,10989408.57,49.52773081245464,217686.78256,29.53879745561005,17.63868181818179,149.5267450592884,0.0,40.0,13.331774491090629
2013-04-05,132.449856566756,144.397912917491,131.029051677771,142.160777941535,84846.73553273,7.331771907117623,6.446,2.29,27.34,77702.90466486734,-13.164456687278332,2.577356104046446,18.1356969461,118362.31921479123,33908214.79,51.82038648119017,152176.92094,29.75811641821445,17.630818181818153,149.4400540184452,0.0,40.0,13.335483165953566
2013-04-06,142.160777941535,144.043502786454,139.978202305133,143.785479650067,26132.47883604,1.1428621396544214,7.242,2.25,27.4,87969.90793359505,-12.86361058988416,0.6546346042729342,25.1063482495,66852.06347197389,11550104.35,53.94928103073031,138526.02091,29.501964765238306,17.62295454545452,149.353362977602,0.0,40.0,12.408464897490308
2013-04-07,143.785479650067,164.424782544436,142.999932478636,163.759707147731,75790.41001708,13.89168610507514,7.676,2.46,30.83,103180.59963901616,-8.357294131900801,0.6546346042729342,27.9623151583,330784.5799735732,11911857.01,56.23134844697597,118538.30381,29.460201059907188,17.61509090909088,149.2666719367588,0.0,40.0,13.310103414321276
2013-04-08,163.759707147731,194.575191050767,162.997482308967,186.909446363436,143073.32013357,14.136407312221875,10.49,2.58,35.15,139149.7915194785,-16.36337544244114,0.6546346042729342,33.40930084,553407.728594213,18485351.64,58.622712696688936,194864.66385,29.71121394363685,17.607227272727243,149.1799808959156,0.0,40.0,15.136863947069148
2013-04-09,186.909446363436,239.348244019823,186.540921086634,230.87482467924,131754.93765734,23.522288023001003,7.793,2.77,43.47,235302.490491076,-21.44548288709109,0.6546346042729342,34.3585263175,1369061.0407004985,49644138.99,61.06510470553851,213026.67263,30.329621242122897,17.599363636363606,149.0932898550724,0.0,40.0,18.90390984568113
2013-04-10,230.87482467924,265.133197120246,125.221083412082,164.723583158101,208591.22415196,-28.65242739785272,3.33,1.87,30.52,144171.36449455644,-24.39511650656449,7.685613862929618,42.5932014432,-1191747.3593040667,35928357.62,59.09044309471079,338591.29201,31.61212802682569,17.59149999999997,149.0065988142292,0.0,40.0,31.004730231929425
2013-04-11,164.723583158101,189.2623896412,15.0000637662292,100.160714285714,157287.92778196,-39.19467245343967,4.782,1.04,15.75,-593669.041327177,-24.81093018195237,16.96428630950172,51.2372852303,-10308736.048090791,22456461.42,56.04250356495963,387827.65257,33.09013884279445,17.583636363636334,148.919907773386,0.0,40.0,45.330489796233564
2013-04-12,100.160714285714,134.948813468586,55.0286581222939,115.754175159565,676012.4988486,15.5684401664407,4.001,1.41,21.33,-601391.0881139202,-16.68174223021316,21.572662682715524,30.6867085833,-84440.595983216,12680470.67,53.21227400161927,289784.70193,33.99809773859515,17.575772727272696,148.8332167325428,0.0,40.0,48.789456351239416
2013-04-13,115.754175159565,129.651500463148,88.0121610696771,92.9782516803297,285605.22678013,-19.676114013027256,3.31,1.25,18.68,-590154.6168010813,-3.650330894367855,26.83645325602392,20.9218465345,201823.1025569176,10164905.92,50.58420369280322,155830.96252,34.225174238457505,17.567909090909062,148.7465256916996,0.0,40.0,48.07444465546256
2013-04-14,92.9782516803297,108.231988760971,85.3410268394746,89.9383796297025,200511.18451073,-3.269444193335292,3.203,1.15,17.02,-600877.333899563,12.069098384877153,31.406513681623576,19.9837201114,-137513.04199014438,9315411.25,48.21059950377616,123784.60766,34.126398246254,17.560045454545424,148.6598346508564,0.0,40.0,45.556096382065945
2013-04-15,89.9383796297025,101.855079827072,71.920581690531,82.6522983680466,285700.36874573,-8.101192496078324,2.898,1.06,15.37,-614115.2117054501,9.708668044646814,35.78792379817059,26.1098525267,-103714.2271644603,10191939.14,46.34327912236832,185513.05206,33.78480039013884,17.552181818181786,148.5731436100132,0.0,40.0,43.99393655751345
2013-04-16,82.6522983680466,84.2413079792972,50.0072905496994,68.5878286220295,678482.50941095,-17.01642909358516,3.772,0.91,13.07,-633690.8305028575,20.43288567740599,40.41909943925244,27.2334902129,-99720.34242029078,24431031.48,45.11679611881317,309053.15072,33.41676084048619,17.54431818181815,148.48645256917,0.0,40.0,43.01794464472189
2013-04-17,68.5878286220295,98.0738062115394,63.8722375454569,93.5765842688243,395150.06358423,36.43322167917231,3.757,1.22,17.8,-652124.4542481577,21.739362874021182,43.43169993119658,12.9247447132,119865.3577640847,9120044.32,43.43950121551424,206382.50308,32.81929912795592,17.536454545454514,148.3997615283268,0.0,40.0,42.13630704685794
2013-04-18,93.5765842688243,112.087619936892,87.1974619021339,109.429990681061,204866.39541722,16.94163826999011,3.8,1.4,20.79,-638492.2051961784,40.765037004030034,45.64831625013939,17.6437497488,226824.54993042,3661522.44,41.361967766987554,157571.33142,32.298389546661035,17.528590909090877,148.3130704874836,0.0,40.0,40.41169214564796
2013-04-19,109.429990681061,135.694749727671,106.119187699372,118.711290590187,313240.19840428,8.481495658879101,4.55,1.51,22.71,-632605.5989389096,62.58917749168667,47.458982675604005,21.3145415201,200774.80681655445,5128536.46,38.63274385393011,153154.52478,31.87833673636356,17.52072727272724,148.2263794466404,0.0,40.0,39.32807913391306
2013-04-20,118.711290590187,131.373292160614,115.268225127319,126.843420171027,87394.04220918,6.850342153985678,4.748,1.6,24.43,-634203.4907925427,104.87630356214044,48.96306422582001,25.9876602533,44481.57752111136,5228278.61,36.09846450609105,100234.52193,31.5161484589219,17.512863636363605,148.1396884057972,0.0,40.0,37.005777923851255
2013-04-21,126.843420171027,129.957571567846,110.932183578303,119.203365333235,124572.64655847,-6.023217307993334,4.351,1.47,22.62,-660968.2439455673,37.96388779693892,50.64081305997985,23.2452189195,-43921.96416877244,9595885.1,33.886596499531244,117513.84969,31.107054813710214,17.504999999999967,148.052997364954,0.0,40.0,35.20773893042043
2013-04-22,119.203365333235,127.124598815686,118.591044691272,127.124598815686,71299.08934148,6.645142492669609,5.303,1.55,24.06,-698434.5290316435,-27.05124508987464,52.04551532605531,17.8428074722,28879.7373891454,5532712.71,31.832719064868567,136156.82577,30.46818565214527,17.49713636363633,147.9663063241108,0.0,40.0,32.54032044981979
2013-04-23,127.124598815686,143.719892577261,125.069124875194,143.371842238477,145641.34624896,12.78056613287517,5.467,1.71,27.03,-785671.8666852277,-11.895645607972526,52.16068375163419,24.8952597194,147738.31355031923,10979498.58,29.81698275790596,120014.29717,29.94260703035481,17.489272727272695,147.87961528326758,4.33929083044138,40.0,31.15136517504451
2013-04-24,143.371842238477,165.931806649396,142.216954489338,154.736372946798,280755.44555911,7.926612737121608,5.238,1.78,29.33,-688673.3446072219,-35.78589490620995,51.5955115824337,15.5526915449,166231.94978801644,12266978.49,28.682303052530013,173473.71232,29.57261112374197,17.481409090909057,147.7929242424244,39.25360675635024,40.0,30.407713873545863
2013-04-25,154.736372946798,161.678831615461,121.255679431182,142.65628061685,229902.92915659,-7.806886060397334,5.002,1.59,26.78,31831.562284036267,-38.850542090602886,49.37092288854832,26.8971691882,-221667.3516131776,7577865.94,26.8301311832602,159051.40032,29.47801670561109,17.47354545454542,147.7062332015812,69.62680337817511,40.0,31.409257704619176
2013-04-26,142.65628061685,143.244958771215,123.06485100476,136.891645175518,156332.05059279,-4.040926495774011,3.978,1.54,26.0,30198.75496120009,-45.791931628531344,47.63816640315658,24.8764576959,-107299.89850292233,3087254.01,25.11025730465252,172564.26242,29.27643095306991,17.465681818181782,147.61954216073798,84.81340168908756,40.0,30.286342710802764
2013-04-27,136.891645175518,138.973312043074,125.004268522634,128.216520874299,72675.57395339,-6.337219696714169,4.965,1.43,24.07,14181.818816304756,-58.07924206087684,45.11718743757708,21.3699906463,-22414.003471617223,6673427.27,23.51323156023109,152379.07318,28.89248934648463,17.457818181818148,147.5328511198948,92.40670084454378,40.0,28.65461279176649
2013-04-28,128.216520874299,136.592075380524,127.881974341503,134.604037434652,37348.37117394,4.981820218484345,5.145,1.49,25.22,24417.68872172336,-30.475215967642825,42.2075596608985,18.5737460631,5789.136685715931,3281656.23,22.030279083268347,109244.92764,28.126141096388388,17.44995454545451,147.4461600790516,92.5727252736928,40.0,26.66016161649194
2013-04-29,134.604037434652,148.200904282309,133.743065024709,143.932198461266,86317.69939903,6.930075207545428,4.218,1.57,26.89,42276.33192847968,-10.274678244507427,38.60769401988296,17.3330841744,146306.77773012844,5502466.0,21.12640911310336,176970.65254,27.417613486294904,17.442090909090872,147.3594690382084,93.52510404462886,40.0,25.439929380602745
2013-04-30,143.932198461266,146.450330745987,134.462318971019,139.280097232008,83074.64794009,-3.2321476910602165,3.536,1.51,25.86,48867.70053462977,0.2787959609232189,33.83419520623131,19.5073194091,-7441.181934189747,3735110.72,20.28710128366443,142510.98123,26.866587797467474,17.434227272727238,147.27277799736518,92.20721444619102,40.0,24.09473762003927
