others_dr,puell-multiple,sth-mvrv,lth-mvrv,volume_sma_em,trend_dpo,volatility_ui,lth-sopr,volume_em,cdd,trend_adx,out-flows,trend_mass_index,SUGAR,COFFEE,trend_stc,fear_greed
0.5297684311431913,0.11151467556689902,0.36051502145922754,0.08535447761194032,0.5569226430303782,1.0,0.0,0.006156634845608751,0.6711795040783864,0.007821623802332077,0.0,0.19984671722853684,0.0,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.5857310440371944,0.11269264749190146,0.37768240343347637,0.08978544776119406,0.5569229823208891,0.9999810083259375,0.0,0.006722990661821885,0.6711795659371294,0.011082347968229704,0.0,0.1593050842032703,0.034393634444432795,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.5646937593931424,0.1104348679689801,0.3862660944206009,0.0928171641791045,0.556923014041942,0.9999664332481657,0.0,0.00758413969017859,0.6711795775037627,0.01887525615367825,0.0,0.17510312968656688,0.06735200558414048,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.5844127976672029,0.12879159713360167,0.40343347639484983,0.09748134328358209,0.5569231957931619,0.9999492091044322,0.0,0.009459554221866569,0.6711796711299635,0.02483785359587893,0.0,0.1196560299946164,0.10279652424504052,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.5452569032678328,0.13036222636693826,0.40343347639484983,0.09841417910447761,0.5569230854276891,0.9999365259789188,0.0,0.0058350199995068725,0.6711795243705346,0.005271854332877288,0.0,0.10965709982679746,0.13928070710176926,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.5609779039049864,0.11269264749190146,0.41201716738197425,0.10051305970149256,0.5569231016336598,0.9999240794085278,0.0,0.005454323287246495,0.6711795995085426,0.011295717036311685,0.0,0.1869318517770412,0.1733645555254707,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.5677889232640982,0.14243643859821342,0.41630901287553645,0.10261194029850748,0.5569231158543464,0.9999109205608965,0.0,0.0058967173273750855,0.6711796032461033,0.011007858201648738,0.0,0.228432283119396,0.20898849079481616,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.47848846587105304,0.1380190438794542,0.3991416309012875,0.10121268656716419,0.5569230614913974,0.9999062373656227,0.0,0.005106941072955495,0.671179520903291,0.01638517090320289,0.0,0.23126612265485263,0.24737371867891894,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.6877613922775292,0.16756650633159909,0.45064377682403445,0.11357276119402987,0.556922924255935,0.999888957186791,0.0,0.005474807489422166,0.6711793802074514,0.015735743570898433,0.0,0.2664894777365109,0.29966151231179927,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
0.5227812396196407,0.17895356827328948,0.4377682403433477,0.11287313432835822,0.5569230602926858,0.999875742363068,0.0,0.011923019843268767,0.6711797785682939,0.05437920072137386,0.0,0.2307923722600116,0.3426163456710243,0.6441701214095322,0.1836901190190685,0.0,0.38202247191011235
